ID,Activity_Count,Suspicious_Activity,Last_Activity_Timestamp,Browser,Number_of_Downloads,Email_Sent
5450,61,True,2021-03-18 23:02:33,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 10.0; Trident/3.0),7,0
5451,89,False,2016-04-11 19:45:15,Opera/8.11.(Windows NT 6.2; zh-SG) Presto/2.9.168 Version/12.00,6,2
5452,39,True,2021-08-20 07:44:09,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_8_2 rv:6.0; ky-KG) AppleWebKit/532.1.6 (KHTML, like Gecko) Version/5.0.5 Safari/532.1.6",8,4
5453,52,False,2012-10-15 06:19:25,Opera/9.26.(Windows 95; ne-NP) Presto/2.9.186 Version/10.00,4,3
5454,26,True,2019-07-12 13:35:45,"Mozilla/5.0 (Windows NT 5.0) AppleWebKit/533.0 (KHTML, like Gecko) Chrome/53.0.866.0 Safari/533.0",9,2
5455,49,False,2020-10-13 09:47:13,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 5.2; Trident/5.0),4,0
5456,25,True,2013-03-13 11:17:58,Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_6_9; rv:1.9.5.20) Gecko/3010-05-26 00:20:10 Firefox/3.6.1,5,0
5457,60,True,2014-07-11 16:16:06,Mozilla/5.0 (compatible; MSIE 8.0; Windows CE; Trident/3.0),5,2
5458,82,False,2012-07-26 08:01:51,"Mozilla/5.0 (iPhone; CPU iPhone OS 9_3_6 like Mac OS X) AppleWebKit/536.1 (KHTML, like Gecko) CriOS/22.0.867.0 Mobile/61W369 Safari/536.1",8,5
5459,15,False,2019-12-24 09:01:05,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_11_7 rv:2.0; se-NO) AppleWebKit/532.40.7 (KHTML, like Gecko) Version/5.0.5 Safari/532.40.7",6,3
5460,48,False,2022-06-17 06:02:18,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/536.2 (KHTML, like Gecko) Chrome/45.0.811.0 Safari/536.2",6,5
5461,70,False,2013-01-12 02:18:11,Opera/9.72.(X11; Linux i686; ia-FR) Presto/2.9.182 Version/12.00,7,0
5462,59,False,2022-05-06 06:40:10,"Mozilla/5.0 (Windows; U; Windows NT 6.0) AppleWebKit/533.22.4 (KHTML, like Gecko) Version/5.1 Safari/533.22.4",6,0
5463,49,True,2022-11-15 00:05:16,"Mozilla/5.0 (iPhone; CPU iPhone OS 10_3_3 like Mac OS X) AppleWebKit/536.0 (KHTML, like Gecko) CriOS/57.0.815.0 Mobile/91Q679 Safari/536.0",6,4
5464,87,True,2020-04-03 01:24:19,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 6.0; Trident/4.1),4,4
5465,91,True,2014-11-21 13:56:25,"Mozilla/5.0 (Windows 95) AppleWebKit/536.0 (KHTML, like Gecko) Chrome/22.0.842.0 Safari/536.0",9,5
5466,66,False,2020-10-26 07:18:32,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_12_0 rv:4.0; byn-ER) AppleWebKit/532.13.2 (KHTML, like Gecko) Version/5.1 Safari/532.13.2",10,5
5467,13,False,2023-07-22 00:42:37,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 5.0; Trident/5.1),9,4
5468,13,True,2023-07-27 18:02:08,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/531.0 (KHTML, like Gecko) Chrome/29.0.897.0 Safari/531.0",2,2
5469,81,False,2022-12-05 09:17:30,"Mozilla/5.0 (iPad; CPU iPad OS 12_4_8 like Mac OS X) AppleWebKit/534.1 (KHTML, like Gecko) CriOS/18.0.859.0 Mobile/47T694 Safari/534.1",6,5
5470,70,False,2012-02-06 21:00:31,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/533.0 (KHTML, like Gecko) Chrome/62.0.880.0 Safari/533.0",9,3
5471,77,True,2020-03-23 19:07:51,Opera/9.29.(Windows CE; sc-IT) Presto/2.9.170 Version/12.00,3,3
5472,26,True,2021-04-10 01:08:11,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_0 like Mac OS X; hak-TW) AppleWebKit/534.39.3 (KHTML, like Gecko) Version/3.0.5 Mobile/8B119 Safari/6534.39.3",4,3
5473,98,False,2013-08-27 18:27:35,"Mozilla/5.0 (Windows; U; Windows NT 4.0) AppleWebKit/535.36.6 (KHTML, like Gecko) Version/5.0.2 Safari/535.36.6",8,2
5474,35,True,2022-08-10 00:41:55,Opera/9.47.(Windows NT 6.0; wo-SN) Presto/2.9.180 Version/12.00,2,5
5475,87,False,2018-01-28 22:50:16,"Mozilla/5.0 (Windows; U; Windows 98) AppleWebKit/532.10.5 (KHTML, like Gecko) Version/4.0.2 Safari/532.10.5",4,4
5476,61,False,2011-06-16 11:11:35,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_2 like Mac OS X; ps-AF) AppleWebKit/531.9.2 (KHTML, like Gecko) Version/4.0.5 Mobile/8B117 Safari/6531.9.2",8,2
5477,63,True,2013-01-21 14:41:56,Mozilla/5.0 (Windows NT 6.1; ar-EH; rv:1.9.2.20) Gecko/7560-12-11 12:08:08 Firefox/12.0,5,1
5478,2,False,2022-02-05 04:04:05,Opera/8.11.(Windows 98; te-IN) Presto/2.9.166 Version/12.00,10,4
5479,60,True,2018-03-09 13:46:45,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_1 rv:4.0; fur-IT) AppleWebKit/532.20.3 (KHTML, like Gecko) Version/5.1 Safari/532.20.3",8,3
5480,20,True,2015-04-27 07:42:56,Opera/8.75.(Windows NT 6.0; or-IN) Presto/2.9.189 Version/12.00,4,5
5481,64,False,2014-08-31 12:28:00,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/3.1),4,1
5482,93,True,2019-08-13 12:34:44,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.2; Trident/3.0),2,4
5483,1,False,2023-09-03 02:01:11,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_11_7; rv:1.9.5.20) Gecko/3011-12-24 16:54:47 Firefox/3.8,6,5
5484,6,False,2019-09-21 14:29:19,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_7; rv:1.9.5.20) Gecko/5801-02-25 23:00:42 Firefox/3.8,6,4
5485,27,True,2021-04-06 03:02:18,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.7.20) Gecko/2889-09-16 08:53:47 Firefox/3.6.11,4,2
5486,88,True,2011-04-13 09:35:13,Mozilla/5.0 (Windows NT 5.1; cmn-TW; rv:1.9.2.20) Gecko/6823-12-22 06:35:30 Firefox/3.8,3,2
5487,44,False,2017-03-30 00:00:20,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_0) AppleWebKit/536.1 (KHTML, like Gecko) Chrome/51.0.833.0 Safari/536.1",2,1
5488,16,False,2021-11-18 04:41:52,"Mozilla/5.0 (Linux; Android 2.3.1) AppleWebKit/531.1 (KHTML, like Gecko) Chrome/56.0.899.0 Safari/531.1",3,3
5489,84,True,2015-09-01 12:14:05,"Mozilla/5.0 (Windows; U; Windows NT 5.01) AppleWebKit/533.12.6 (KHTML, like Gecko) Version/4.0 Safari/533.12.6",3,2
5490,49,True,2014-02-28 11:22:03,Mozilla/5.0 (Windows NT 6.2; bem-ZM; rv:1.9.1.20) Gecko/9267-06-15 18:30:30 Firefox/3.6.14,1,5
5491,27,True,2016-09-14 23:22:46,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_5_5 rv:3.0; kw-GB) AppleWebKit/531.1.4 (KHTML, like Gecko) Version/5.1 Safari/531.1.4",2,5
5492,25,True,2014-12-10 10:06:57,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.0; Trident/4.1),10,5
5493,74,True,2017-01-01 14:05:18,"Mozilla/5.0 (Windows NT 5.0) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/25.0.869.0 Safari/535.2",1,0
5494,52,False,2018-09-28 15:34:13,"Mozilla/5.0 (iPhone; CPU iPhone OS 10_3_3 like Mac OS X) AppleWebKit/534.0 (KHTML, like Gecko) FxiOS/13.5g6299.0 Mobile/91S197 Safari/534.0",5,4
5495,9,True,2019-01-16 04:45:39,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_5_4 rv:4.0; am-ET) AppleWebKit/531.19.6 (KHTML, like Gecko) Version/5.0.4 Safari/531.19.6",2,4
5496,17,True,2015-01-17 02:06:50,"Mozilla/5.0 (Linux; Android 8.0.0) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/49.0.894.0 Safari/535.2",8,5
5497,60,True,2023-10-03 13:28:07,"Mozilla/5.0 (iPhone; CPU iPhone OS 9_3_5 like Mac OS X) AppleWebKit/536.1 (KHTML, like Gecko) CriOS/63.0.896.0 Mobile/07E252 Safari/536.1",2,1
5498,46,False,2021-10-22 00:46:46,"Mozilla/5.0 (iPhone; CPU iPhone OS 9_3_5 like Mac OS X) AppleWebKit/534.1 (KHTML, like Gecko) FxiOS/18.2z7586.0 Mobile/65G215 Safari/534.1",9,1
5499,80,True,2012-03-05 14:28:48,Mozilla/5.0 (Android 2.2.1; Mobile; rv:60.0) Gecko/60.0 Firefox/60.0,1,4
5500,85,True,2023-07-07 07:07:02,"Mozilla/5.0 (iPad; CPU iPad OS 10_3_3 like Mac OS X) AppleWebKit/535.2 (KHTML, like Gecko) CriOS/53.0.877.0 Mobile/24G769 Safari/535.2",1,2
5501,1,True,2022-05-28 11:40:23,Mozilla/5.0 (X11; Linux i686; rv:1.9.7.20) Gecko/4693-01-08 21:04:07 Firefox/8.0,10,1
5502,12,True,2016-07-27 12:21:47,"Mozilla/5.0 (iPad; CPU iPad OS 10_3_4 like Mac OS X) AppleWebKit/535.2 (KHTML, like Gecko) CriOS/45.0.877.0 Mobile/88D244 Safari/535.2",9,2
5503,95,False,2015-07-09 23:26:43,Mozilla/5.0 (Windows 98; Win 9x 4.90; hi-IN; rv:1.9.1.20) Gecko/6445-01-02 11:39:40 Firefox/8.0,7,4
5504,62,True,2011-06-13 23:51:12,Opera/8.69.(X11; Linux i686; lb-LU) Presto/2.9.165 Version/12.00,5,5
5505,62,False,2017-12-02 01:25:21,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_4_8 like Mac OS X) AppleWebKit/533.0 (KHTML, like Gecko) CriOS/56.0.872.0 Mobile/47M329 Safari/533.0",6,5
5506,40,False,2010-05-08 13:49:25,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.5.20) Gecko/2408-07-17 12:36:28 Firefox/13.0,5,1
5507,62,False,2020-02-20 14:34:31,"Mozilla/5.0 (Windows NT 5.0) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/44.0.803.0 Safari/535.1",2,4
5508,80,False,2013-10-25 11:36:32,Mozilla/5.0 (compatible; MSIE 5.0; Windows CE; Trident/5.0),4,3
5509,79,True,2013-02-28 06:12:28,Mozilla/5.0 (Android 4.0.1; Mobile; rv:12.0) Gecko/12.0 Firefox/12.0,9,0
5510,15,False,2020-05-22 16:09:46,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_0 like Mac OS X; ar-SO) AppleWebKit/535.36.1 (KHTML, like Gecko) Version/3.0.5 Mobile/8B113 Safari/6535.36.1",1,2
5511,79,False,2015-11-01 07:28:43,"Mozilla/5.0 (Windows; U; Windows NT 5.1) AppleWebKit/534.7.5 (KHTML, like Gecko) Version/5.0 Safari/534.7.5",3,5
5512,54,False,2017-02-25 04:24:10,Opera/8.76.(X11; Linux i686; niu-NU) Presto/2.9.180 Version/12.00,7,3
5513,14,False,2012-03-19 04:52:11,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_0 like Mac OS X; lt-LT) AppleWebKit/535.35.7 (KHTML, like Gecko) Version/3.0.5 Mobile/8B112 Safari/6535.35.7",7,1
5514,26,True,2010-09-27 02:43:33,"Mozilla/5.0 (Linux; Android 4.4.2) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/18.0.836.0 Safari/535.1",7,2
5515,12,True,2014-10-25 21:53:58,Opera/9.99.(X11; Linux x86_64; pt-PT) Presto/2.9.184 Version/11.00,10,3
5516,87,False,2013-06-30 12:52:31,Mozilla/5.0 (X11; Linux i686; rv:1.9.7.20) Gecko/6534-07-20 03:45:37 Firefox/3.6.3,7,5
5517,65,False,2012-09-06 07:38:40,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 6.1; Trident/3.1),6,5
5518,7,False,2012-07-16 10:00:37,"Mozilla/5.0 (Linux; Android 4.4) AppleWebKit/531.1 (KHTML, like Gecko) Chrome/16.0.809.0 Safari/531.1",6,1
5519,13,True,2023-04-05 16:33:10,Mozilla/5.0 (Macintosh; PPC Mac OS X 10_5_7; rv:1.9.4.20) Gecko/9796-08-08 14:44:25 Firefox/3.6.12,5,3
5520,55,False,2020-03-09 03:59:29,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_12_2) AppleWebKit/532.2 (KHTML, like Gecko) Chrome/53.0.845.0 Safari/532.2",3,4
5521,66,False,2019-05-13 03:31:13,"Mozilla/5.0 (Windows; U; Windows NT 6.2) AppleWebKit/535.50.4 (KHTML, like Gecko) Version/5.0 Safari/535.50.4",7,1
5522,12,False,2019-06-17 04:15:19,"Mozilla/5.0 (Linux; Android 2.2) AppleWebKit/533.2 (KHTML, like Gecko) Chrome/56.0.892.0 Safari/533.2",5,0
5523,32,True,2017-11-21 02:53:22,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_2 like Mac OS X) AppleWebKit/535.0 (KHTML, like Gecko) FxiOS/14.6k9033.0 Mobile/38A938 Safari/535.0",2,2
5524,19,False,2010-06-02 09:29:22,Mozilla/5.0 (compatible; MSIE 6.0; Windows 98; Win 9x 4.90; Trident/5.1),3,5
5525,37,True,2010-01-15 06:21:32,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/536.1 (KHTML, like Gecko) Chrome/35.0.834.0 Safari/536.1",1,4
5526,22,True,2010-07-24 11:25:00,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_6) AppleWebKit/532.2 (KHTML, like Gecko) Chrome/38.0.867.0 Safari/532.2",0,5
5527,22,True,2013-08-12 14:23:59,"Mozilla/5.0 (Linux; Android 3.2) AppleWebKit/534.0 (KHTML, like Gecko) Chrome/52.0.876.0 Safari/534.0",9,2
5528,83,False,2012-12-23 16:01:23,Opera/9.42.(X11; Linux x86_64; zu-ZA) Presto/2.9.164 Version/10.00,6,5
5529,13,False,2013-06-29 16:32:46,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/532.1 (KHTML, like Gecko) Chrome/48.0.852.0 Safari/532.1",5,3
5530,15,True,2015-05-31 02:57:31,Mozilla/5.0 (Android 5.1.1; Mobile; rv:5.0) Gecko/5.0 Firefox/5.0,3,3
5531,22,True,2013-12-31 08:08:33,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_4_8 like Mac OS X) AppleWebKit/535.2 (KHTML, like Gecko) CriOS/20.0.892.0 Mobile/94Y382 Safari/535.2",3,2
5532,18,True,2023-01-18 17:37:17,"Mozilla/5.0 (iPhone; CPU iPhone OS 9_3_5 like Mac OS X) AppleWebKit/536.0 (KHTML, like Gecko) FxiOS/12.1k4961.0 Mobile/80W115 Safari/536.0",8,5
5533,12,True,2015-01-21 09:01:52,Opera/8.16.(Windows 95; hr-HR) Presto/2.9.161 Version/11.00,10,3
5534,57,True,2017-10-09 00:38:27,"Mozilla/5.0 (Windows NT 5.2) AppleWebKit/532.2 (KHTML, like Gecko) Chrome/60.0.824.0 Safari/532.2",6,5
5535,23,True,2012-12-24 17:01:59,Mozilla/5.0 (Android 4.2.1; Mobile; rv:26.0) Gecko/26.0 Firefox/26.0,6,5
5536,46,False,2013-12-05 19:19:12,Mozilla/5.0 (compatible; MSIE 8.0; Windows 98; Win 9x 4.90; Trident/4.1),3,1
5537,42,True,2023-03-10 20:26:11,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 4.0; Trident/4.0),10,2
5538,26,True,2021-12-04 15:26:14,Opera/8.38.(X11; Linux i686; mg-MG) Presto/2.9.173 Version/11.00,1,4
5539,99,True,2014-02-13 03:51:22,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_0 like Mac OS X; kk-KZ) AppleWebKit/533.32.6 (KHTML, like Gecko) Version/3.0.5 Mobile/8B115 Safari/6533.32.6",10,5
5540,30,True,2019-12-09 10:17:27,"Mozilla/5.0 (Linux; Android 7.0) AppleWebKit/532.1 (KHTML, like Gecko) Chrome/48.0.804.0 Safari/532.1",8,4
5541,82,True,2023-02-16 10:59:54,Opera/9.51.(X11; Linux x86_64; dv-MV) Presto/2.9.165 Version/11.00,7,0
5542,81,False,2010-11-13 17:27:58,Mozilla/5.0 (compatible; MSIE 7.0; Windows 98; Win 9x 4.90; Trident/3.0),6,5
5543,32,False,2015-03-17 14:37:41,Mozilla/5.0 (compatible; MSIE 6.0; Windows 98; Trident/5.0),2,5
5544,2,True,2022-02-02 21:51:31,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/536.1 (KHTML, like Gecko) Chrome/16.0.803.0 Safari/536.1",10,0
5545,46,True,2019-04-24 16:09:00,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.7.20) Gecko/9085-08-20 23:30:01 Firefox/3.6.16,1,2
5546,31,True,2018-10-19 23:37:07,"Mozilla/5.0 (Windows; U; Windows NT 5.01) AppleWebKit/535.3.7 (KHTML, like Gecko) Version/5.0.2 Safari/535.3.7",4,5
5547,24,True,2010-12-20 18:05:23,Mozilla/5.0 (compatible; MSIE 6.0; Windows 98; Trident/5.0),6,0
5548,39,True,2013-02-27 11:04:28,"Mozilla/5.0 (iPad; CPU iPad OS 14_2 like Mac OS X) AppleWebKit/532.0 (KHTML, like Gecko) FxiOS/12.0v1264.0 Mobile/07V357 Safari/532.0",6,4
5549,67,False,2018-08-07 09:05:38,"Mozilla/5.0 (Windows; U; Windows NT 5.2) AppleWebKit/533.49.5 (KHTML, like Gecko) Version/4.0.4 Safari/533.49.5",5,1
5550,92,True,2011-08-31 05:16:47,Opera/9.68.(X11; Linux x86_64; quz-PE) Presto/2.9.169 Version/10.00,4,5
5551,90,True,2022-12-20 08:18:57,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_3 like Mac OS X; sv-SE) AppleWebKit/534.19.1 (KHTML, like Gecko) Version/4.0.5 Mobile/8B117 Safari/6534.19.1",2,3
5552,55,True,2017-09-17 03:43:49,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.0; Trident/5.1),10,3
5553,52,True,2012-05-14 23:09:54,"Mozilla/5.0 (iPhone; CPU iPhone OS 7_1_2 like Mac OS X) AppleWebKit/533.0 (KHTML, like Gecko) CriOS/44.0.895.0 Mobile/29X555 Safari/533.0",3,0
5554,12,True,2013-08-30 07:39:51,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_4_8 like Mac OS X) AppleWebKit/536.2 (KHTML, like Gecko) CriOS/47.0.807.0 Mobile/03N012 Safari/536.2",7,5
5555,17,False,2015-08-05 18:23:59,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 6.1; Trident/4.0),10,4
5556,64,False,2017-02-26 10:13:50,"Mozilla/5.0 (Windows; U; Windows 95) AppleWebKit/534.11.7 (KHTML, like Gecko) Version/5.1 Safari/534.11.7",4,0
5557,47,True,2015-04-26 07:04:23,Mozilla/5.0 (compatible; MSIE 5.0; Windows 95; Trident/4.0),8,1
5558,68,True,2012-05-17 05:12:42,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 4.0; Trident/4.1),2,4
5559,4,True,2015-12-04 06:58:42,Opera/8.96.(Windows NT 4.0; tl-PH) Presto/2.9.190 Version/12.00,1,2
5560,93,True,2019-01-19 20:25:05,"Mozilla/5.0 (Windows; U; Windows 98) AppleWebKit/535.15.7 (KHTML, like Gecko) Version/4.0.1 Safari/535.15.7",6,3
5561,51,False,2012-10-24 00:59:37,Opera/8.26.(Windows 98; Win 9x 4.90; lt-LT) Presto/2.9.185 Version/10.00,5,2
5562,78,True,2011-06-21 04:35:08,"Mozilla/5.0 (Windows; U; Windows NT 6.0) AppleWebKit/535.22.3 (KHTML, like Gecko) Version/4.1 Safari/535.22.3",10,5
5563,80,True,2015-09-23 02:18:21,Opera/9.14.(Windows CE; mag-IN) Presto/2.9.163 Version/12.00,7,5
5564,75,True,2020-02-09 05:28:54,Opera/8.70.(Windows CE; mg-MG) Presto/2.9.180 Version/12.00,7,5
5565,14,True,2018-02-05 04:10:13,"Mozilla/5.0 (iPad; CPU iPad OS 3_1_3 like Mac OS X) AppleWebKit/536.1 (KHTML, like Gecko) CriOS/56.0.822.0 Mobile/76S738 Safari/536.1",2,0
5566,66,True,2019-04-20 07:24:26,Opera/9.78.(Windows CE; raj-IN) Presto/2.9.161 Version/11.00,9,3
5567,4,False,2015-03-14 22:55:19,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 5.01; Trident/4.1),1,5
5568,41,False,2013-03-25 10:30:15,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_2 like Mac OS X; li-NL) AppleWebKit/535.27.1 (KHTML, like Gecko) Version/4.0.5 Mobile/8B116 Safari/6535.27.1",7,3
5569,48,True,2014-08-07 13:44:10,"Mozilla/5.0 (Windows NT 10.0) AppleWebKit/531.0 (KHTML, like Gecko) Chrome/19.0.865.0 Safari/531.0",0,0
5570,67,False,2022-11-02 11:13:13,Opera/9.29.(X11; Linux i686; bs-BA) Presto/2.9.182 Version/10.00,0,0
5571,79,True,2012-12-11 21:22:45,Opera/9.77.(X11; Linux x86_64; fr-FR) Presto/2.9.161 Version/10.00,2,5
5572,56,True,2013-11-23 14:56:44,Mozilla/5.0 (compatible; MSIE 5.0; Windows 95; Trident/5.1),8,1
5573,96,False,2019-08-03 19:41:54,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_3 like Mac OS X; nn-NO) AppleWebKit/533.9.4 (KHTML, like Gecko) Version/4.0.5 Mobile/8B118 Safari/6533.9.4",3,1
5574,77,True,2023-09-16 23:55:36,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_12_9 rv:4.0; quz-PE) AppleWebKit/532.20.1 (KHTML, like Gecko) Version/4.0.3 Safari/532.20.1",7,5
5575,96,True,2012-10-30 14:28:29,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_2 like Mac OS X; es-ES) AppleWebKit/531.41.4 (KHTML, like Gecko) Version/3.0.5 Mobile/8B119 Safari/6531.41.4",6,0
5576,99,True,2017-05-13 14:58:36,"Mozilla/5.0 (iPad; CPU iPad OS 9_3_5 like Mac OS X) AppleWebKit/534.2 (KHTML, like Gecko) FxiOS/14.6s2483.0 Mobile/40D312 Safari/534.2",0,3
5577,99,False,2010-06-10 07:04:56,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_8_6 rv:3.0; lo-LA) AppleWebKit/534.32.5 (KHTML, like Gecko) Version/5.0 Safari/534.32.5",9,1
5578,15,True,2015-04-08 21:06:57,Mozilla/5.0 (compatible; MSIE 8.0; Windows 98; Trident/3.1),10,1
5579,16,True,2023-04-17 21:07:28,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_11_3) AppleWebKit/535.0 (KHTML, like Gecko) Chrome/20.0.888.0 Safari/535.0",5,2
5580,21,False,2019-05-21 18:57:01,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_3 like Mac OS X; so-ET) AppleWebKit/534.8.3 (KHTML, like Gecko) Version/3.0.5 Mobile/8B113 Safari/6534.8.3",10,3
5581,31,True,2016-12-03 07:35:25,Mozilla/5.0 (Android 2.0; Mobile; rv:49.0) Gecko/49.0 Firefox/49.0,6,4
5582,13,True,2016-04-16 06:26:26,Mozilla/5.0 (X11; Linux i686; rv:1.9.6.20) Gecko/6388-08-31 22:36:05 Firefox/3.8,7,4
5583,100,False,2012-11-14 16:25:11,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_2_1 like Mac OS X) AppleWebKit/531.1 (KHTML, like Gecko) CriOS/29.0.851.0 Mobile/63E854 Safari/531.1",5,3
5584,94,False,2013-04-03 10:11:37,Mozilla/5.0 (Macintosh; PPC Mac OS X 10_8_5; rv:1.9.3.20) Gecko/9510-04-26 09:16:18 Firefox/3.8,7,2
5585,23,False,2013-03-17 21:27:40,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 6.0; Trident/5.1),8,0
5586,31,False,2021-06-23 22:58:32,Opera/8.81.(X11; Linux x86_64; doi-IN) Presto/2.9.183 Version/10.00,0,2
5587,59,True,2018-04-05 03:21:47,Opera/8.75.(X11; Linux x86_64; sd-IN) Presto/2.9.182 Version/12.00,9,0
5588,60,False,2018-07-22 08:30:31,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_12_4) AppleWebKit/536.1 (KHTML, like Gecko) Chrome/29.0.853.0 Safari/536.1",8,3
5589,8,False,2021-07-06 19:25:15,Opera/9.88.(Windows NT 5.0; ta-IN) Presto/2.9.161 Version/10.00,0,1
5590,25,True,2020-01-29 02:36:44,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_8_3 rv:5.0; lo-LA) AppleWebKit/534.10.2 (KHTML, like Gecko) Version/4.1 Safari/534.10.2",8,1
5591,91,False,2023-03-17 22:36:30,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_1 like Mac OS X; yo-NG) AppleWebKit/533.13.6 (KHTML, like Gecko) Version/3.0.5 Mobile/8B115 Safari/6533.13.6",9,1
5592,95,True,2021-07-03 07:04:43,"Mozilla/5.0 (iPhone; CPU iPhone OS 10_3_4 like Mac OS X) AppleWebKit/532.0 (KHTML, like Gecko) FxiOS/15.5k0923.0 Mobile/86D382 Safari/532.0",0,3
5593,35,False,2010-04-13 16:00:15,Opera/8.85.(X11; Linux x86_64; hr-HR) Presto/2.9.167 Version/12.00,3,2
5594,74,False,2010-09-12 06:25:27,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_1 like Mac OS X; ro-RO) AppleWebKit/532.48.3 (KHTML, like Gecko) Version/4.0.5 Mobile/8B114 Safari/6532.48.3",0,5
5595,23,False,2016-10-12 02:11:17,Opera/9.66.(X11; Linux i686; nr-ZA) Presto/2.9.163 Version/11.00,3,1
5596,98,False,2017-12-19 10:12:02,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_0 like Mac OS X; tk-TM) AppleWebKit/534.48.7 (KHTML, like Gecko) Version/4.0.5 Mobile/8B117 Safari/6534.48.7",6,4
5597,13,False,2021-12-22 08:35:42,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 10.0; Trident/5.0),5,3
5598,8,True,2015-10-23 08:06:24,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/532.0 (KHTML, like Gecko) Chrome/55.0.802.0 Safari/532.0",0,0
5599,71,True,2021-03-12 03:20:47,Opera/9.37.(X11; Linux i686; pa-IN) Presto/2.9.180 Version/10.00,6,2
5600,54,False,2014-11-06 00:57:10,"Mozilla/5.0 (Windows; U; Windows 98) AppleWebKit/534.4.4 (KHTML, like Gecko) Version/5.0 Safari/534.4.4",4,0
5601,79,False,2021-04-24 10:40:23,"Mozilla/5.0 (Windows; U; Windows NT 4.0) AppleWebKit/533.36.3 (KHTML, like Gecko) Version/4.1 Safari/533.36.3",4,4
5602,78,False,2013-04-20 18:45:44,Opera/8.23.(Windows 95; fur-IT) Presto/2.9.168 Version/11.00,2,5
5603,86,True,2013-02-24 00:38:28,Mozilla/5.0 (compatible; MSIE 6.0; Windows 95; Trident/5.0),9,5
5604,92,True,2022-01-09 12:35:15,Mozilla/5.0 (compatible; MSIE 5.0; Windows 98; Trident/5.1),4,5
