Linked_ID,Threat_Type,Connection_Status,Severity_Level,Flagged,Payload_Data,Device_Type,Application,Notes,External_Internal_Flag,Service_Name,File_Hash,Linked_Events_ID,Data_Exfiltration_Flag,Asset_Classification,Session_ID,TTL_Value,User_Behavior_Score,Incident_Category,Cloud_Service_Info,IoC_Flag
4470,None,Allowed,Low,TRUE,,Unknown,Database,,External,FTP,bac7c44903cf3b79c111668f3e2a3ce86e303bed,da4ded04-9a1f-4f17-bd26-2a838096eec3,FALSE,Important,323713bd-4582-4817-b983-5cca3a4cfb3a,64,0.5461047612570896,Initial Access,AWS,TRUE
4471,Insider Threat,Blocked,Low,TRUE,,Unknown,SSH,,Internal,HTTPS,4fe5e8df179b6a605f2722446fa2dbf6b51eb793,f16a22dc-e1c4-40b3-b519-c67b81471873,TRUE,Important,d20c8292-6773-4cf3-81c6-777fc5671d55,107,0.30512831807132934,Privilege Escalation,,FALSE
4472,Ransomware,Allowed,High,FALSE,,Router,Mail,,Internal,HTTP,6e40d99ebdaf403be2f4685656ac3e1e5d8eac95,44d2c2c1-8da5-4671-9e5a-3b0fcf9a8135,TRUE,Critical,3b195930-4bb0-4a2d-ad3b-b34bcf5f6066,15,0.37119217869919086,Initial Access,Azure,TRUE
4473,Exploit,Allowed,Medium,TRUE,,Server,Mail,,Internal,HTTP,4e3122ab317dec7d1e0eebafe48895ee573f1979,f4f3d53d-c702-4fb6-9e61-25bbff414525,FALSE,Critical,610c28c8-1b57-4b88-8d39-29709393257f,62,0.091618062,Privilege Escalation,,TRUE
4474,Insider Threat,Blocked,Critical,TRUE,,Unknown,Database,,External,HTTP,90231c187e476efbe6bec614053b57c0e0892c79,4e3822d4-5e0c-4cbd-b907-b82261f05933,TRUE,Critical,9dccaf36-3a05-4b96-96a5-8a8cd08541e3,10,0.43288732238364125,Persistence,,TRUE
4475,Ransomware,Allowed,Critical,TRUE,,Desktop,SSH,,External,FTP,db2e46e4b098eed4b16251b2c9c71cc0c6facd36,65cd476d-f3ef-4c85-b752-1382dce61c1d,FALSE,Critical,447f5462-4b2e-4b3f-a22a-cad95e2de395,16,0.6661450285352821,Initial Access,AWS,TRUE
4476,Ransomware,Blocked,Critical,FALSE,,Desktop,Web Browser,,Internal,HTTPS,77e8a03e2bd9cccb32fb202491c2db361666d891,98112787-71b6-4993-9508-5646fc5be6da,TRUE,Important,023211d7-943e-42dc-a390-375153875ca9,126,0.9379232317474344,Persistence,,FALSE
4477,None,Blocked,Low,FALSE,,IoT Device,Web Browser,,Internal,FTP,8f872d6cca04c0808764557f96a67171dda77821,6522cd3e-9b4a-46c0-b501-2fdac986a716,FALSE,Critical,a3d4d996-8750-444d-9b8a-a09912f451eb,15,0.9663324544232782,Persistence,,TRUE
4478,DDoS,Blocked,Low,FALSE,,Mobile Device,Mail,,External,FTP,13e7d1ce9af926cefffb4c219a654165a5893da1,df911bda-a6bc-4afe-8b98-7ea4d0659747,FALSE,Important,f3a8ce8d-f6d7-4261-a7cc-7452dbcfa1fc,117,0.15666570808582425,Persistence,,FALSE
4479,Ransomware,Allowed,Medium,TRUE,,Unknown,Web Browser,,Internal,FTP,7d57e82348847d01fb83c4d3525581aea53e628d,f5fdf8b9-273d-4631-a020-3de3e861f0b5,TRUE,Non-Critical,bb079e93-017c-42a4-bf46-0a394d80db93,56,0.23886859807492455,Persistence,Azure,FALSE
4480,Phishing,Allowed,Low,FALSE,,IoT Device,Mail,,Internal,HTTPS,8d74b6023da95b5c98bc21360eb152dc35c23099,4194eeaa-ff0a-447d-a3b0-00499fe12554,TRUE,Non-Critical,96716eb4-d949-4939-a5d0-21d49f988178,117,0.49165524871108723,Privilege Escalation,,FALSE
4481,Exploit,Blocked,Critical,TRUE,,Mobile Device,Web Browser,,External,SSH,aa26641fd7992d0a6fe8edfa8ee887837f88d3a9,ec901b49-9bbd-44d3-aa30-988e3ef71355,TRUE,Important,3db51245-e2fd-4ddb-a231-eca811cbc842,92,0.8240075455907114,Persistence,AWS,FALSE
4482,Malware,Allowed,Low,FALSE,,Server,Mail,,External,SSH,a88fc65685c3c475499f6cd16ae63ca060f512be,900dbdaf-354d-4976-9169-53da971aa131,TRUE,Critical,3bb6cb97-7b86-4ea5-8778-2b3940aac1d5,80,0.6088797290707563,Initial Access,AWS,FALSE
4483,Insider Threat,Allowed,Medium,TRUE,,Unknown,SSH,,Internal,HTTP,a8c623e8bf0a8203f2ab10d9f76b503ba77082cb,d48c48b7-18ab-4494-83e9-5d68762a2ff6,TRUE,Non-Critical,cb106f7e-66ce-44b9-be3d-658789dc75e3,90,0.7133663388327148,Execution,AWS,TRUE
4484,Phishing,Blocked,Critical,FALSE,,Unknown,SSH,,External,HTTPS,60970ace17e1d391d9b45e88506d162fa6e0ce1e,5f5309fc-2614-4a64-9145-2f43c978ccc4,TRUE,Critical,e9ea1a5d-580c-4cab-945d-efb42b39c618,10,0.16246644799825383,Persistence,GCP,TRUE
4485,Exploit,Blocked,Low,FALSE,,Router,Unknown,,External,HTTP,f547cf12e830b63b6aab31e0673fa2794531a720,d84e1498-0ad5-4c0a-b792-41c42789ecaf,TRUE,Important,8b74f53c-c315-4cd7-98c5-ada3c82a493b,90,0.8137790916753853,Privilege Escalation,GCP,TRUE
4486,None,Blocked,Low,TRUE,,IoT Device,SSH,,Internal,HTTPS,e18c8e2243be75c80f47519a7832c7b406c0417a,3a89a37b-e7ae-496e-952d-e2dca8faf853,FALSE,Important,a7339bdd-84e0-4df7-b55a-685045bc3737,38,0.15528825543618496,Privilege Escalation,,TRUE
4487,Ransomware,Allowed,Low,TRUE,,Mobile Device,Database,,Internal,FTP,48af75668243a63589b73307dba3766b8209edd6,78326da9-2269-49dd-b116-ae868c05270a,TRUE,Critical,1af70dea-2245-415e-81bf-b8e7262c7730,46,0.15796986990065398,Privilege Escalation,,FALSE
4488,Malware,Allowed,Low,FALSE,,Desktop,Web Browser,,Internal,HTTPS,3af1fddd6fe943df658db9fe0e99484df12ba600,68a83d36-4384-4764-b333-76f819b7f507,TRUE,Non-Critical,564e00d0-8473-4b24-8874-99df6b7ba9c6,84,0.9672534371564323,Persistence,,TRUE
4489,None,Allowed,Low,FALSE,,Router,Unknown,,External,HTTP,075d1dbacaf3bcec5cf82d03c0fa1d5b35474a0f,3c8ad311-07ad-40e9-ae70-9020b34da44d,TRUE,Critical,78856959-2c97-467b-be97-3b8cfd8788f7,106,0.099594444,Initial Access,GCP,FALSE
4490,Phishing,Blocked,Medium,TRUE,,Mobile Device,FTP,,External,HTTP,183019bac7e9af4f86754dc156b4ceba581f3306,63b81ced-1497-42c3-983b-a894b09b0f3d,FALSE,Critical,1395ad37-6073-4dc5-9b02-6303dd450ab3,40,0.19650104156260428,Persistence,AWS,TRUE
4491,Insider Threat,Allowed,High,TRUE,,Unknown,Web Browser,,External,FTP,734991c4a14212a7fa11a934ce3d9b635a47805a,dcb3fdc6-903c-48f4-a9cb-c45094356a23,TRUE,Critical,bb93a9c5-d71f-4b96-ab61-971649ab37e2,57,0.26850473549061227,Persistence,,TRUE
4492,Phishing,Blocked,High,TRUE,,Router,FTP,,Internal,SSH,bb3e01d3b3c478f2138a0a437d77c89181c099d8,be0768e8-9c2e-454d-9942-213f2f148b4e,FALSE,Non-Critical,64692f95-33e7-41f2-8468-323026779de7,1,0.7435065348677675,Execution,GCP,FALSE
4493,Malware,Blocked,Critical,TRUE,,Server,SSH,,External,FTP,1002304c49a864e9028a10bcd1f2a805fb2ce5cb,534792d5-14fd-4410-8002-a8acfee13294,FALSE,Important,b90dac7f-a489-4452-a001-cd8e364ab6de,50,0.6729623846448685,Initial Access,AWS,TRUE
4494,Phishing,Allowed,Low,FALSE,,Unknown,SSH,,External,HTTPS,31d14744a045c9b92b1418712caf805c35ae78c2,de93561a-712e-4d04-ac5e-0e3e7462b898,TRUE,Critical,1b47451c-e7fd-47ef-b15e-f288c0c429f7,6,0.153793433,Execution,GCP,FALSE
4495,Exploit,Blocked,High,FALSE,,Unknown,FTP,,Internal,HTTP,d2dccfdc16f7508760849e13f4304496edd4e9e5,81497886-75f9-40b9-9fca-07e3de505f09,TRUE,Non-Critical,f55d5ad4-98c0-4afc-8580-cef0754de318,67,0.9186626999219728,Execution,AWS,FALSE
4496,Malware,Allowed,Critical,FALSE,,Unknown,FTP,,Internal,FTP,37812e6a452d4ecfddcd9c389e8f8cd43eb05242,59846180-f8e1-4543-a9d1-269aba976259,FALSE,Important,dcdd769e-98ee-4014-9ac7-317168e7419e,117,0.15119010917166842,Privilege Escalation,GCP,FALSE
4497,Insider Threat,Blocked,Medium,FALSE,,Router,Database,,Internal,HTTP,3d7dd0f245397aad9e05cf170f86f34a64cbf6bf,4e65b293-f0f1-400d-8564-59635d8f9a46,TRUE,Critical,047b858e-f7c7-42f0-b30a-b8c2fea5087f,43,0.35655638746569884,Persistence,Azure,TRUE
4498,DDoS,Blocked,Medium,FALSE,,Server,FTP,,Internal,SSH,8f8fe052ecebd628238d4e2649613339639896a3,16670c8f-e828-4e2c-acc0-f1e170112d05,FALSE,Non-Critical,cabdc1f8-4027-4fae-a6b2-3d48c4e8fb14,14,0.1746824300769515,Privilege Escalation,,TRUE
4499,Exploit,Blocked,Medium,TRUE,,IoT Device,Mail,,External,SSH,5e0b0f12bbc740705648474e4e126e2a3617ba86,9d02f926-70b5-4a73-9c62-d7086403726d,TRUE,Important,8e563d46-1352-4a78-b481-1fdaf88e52d2,60,0.005167173,Initial Access,AWS,FALSE
4500,DDoS,Blocked,High,FALSE,,Router,Database,,Internal,HTTPS,d210b389d8a798267d78fb31116021d5ba2eada7,daba05cb-dc4b-42b1-bd48-9aea03392cc2,FALSE,Critical,2ed3966d-c4e2-42e6-b507-dbb99b634e13,100,0.4408017918825984,Persistence,,TRUE
4501,None,Allowed,Low,TRUE,,Unknown,Mail,,Internal,SSH,d0dbf31742c154cf80a48dfd7fa73b74f0502356,b6a5e6a0-1dfe-4392-9f83-2541fa090ac5,FALSE,Important,a5257567-9245-4ee1-bd79-34f5017299c3,78,0.05819974,Persistence,Azure,TRUE
4502,Insider Threat,Blocked,High,TRUE,,Server,Database,,External,FTP,fc2de3384a306a320614d63062b0dfe4f0b4872d,bbaa7e56-bc07-4daa-a1ae-305309b28393,TRUE,Critical,ea600a91-0aa4-499d-8ddc-7ae5c0d83737,50,0.022906339956103694,Execution,,FALSE
4503,Malware,Blocked,Low,FALSE,,Mobile Device,Database,,Internal,SSH,5df01ae1bd783a85ff9ebdc2ae32f3c46b1da775,db6e5153-8a18-432e-b6c7-4be47497994a,TRUE,Critical,a512fa6f-bccb-4fc5-b63e-4f144b2f21b8,99,0.086776998,Persistence,,TRUE
4504,Ransomware,Allowed,Medium,TRUE,,Desktop,FTP,,External,HTTP,a1deb9e71ea87d9e54217035792736f9f3d22c73,972f5150-888d-45b8-ab4a-ea3e626dce62,TRUE,Important,98081c4e-46aa-4703-ae38-34bdb4b289df,14,0.9168092948967673,Initial Access,AWS,TRUE
4505,Malware,Allowed,High,TRUE,,Unknown,Web Browser,,Internal,SSH,3086fc849478ef699dad9582c3a2a8bad824fe5a,7a539b98-b14a-4e76-9af5-4300a9199a18,FALSE,Important,4fc760fa-8703-4a06-9f1b-2c314e6752ad,98,0.6016562696612427,Persistence,Azure,TRUE
4506,DDoS,Allowed,Critical,FALSE,,Desktop,Database,,External,SSH,10e0200a015592d9f1a65ce0d086cea128287b82,e2e5e865-c97a-4a57-ae1a-a281ea30e8c6,FALSE,Important,1c1f9045-85cc-4406-a0dc-4c54df3a3508,45,0.046135083,Privilege Escalation,GCP,TRUE
4507,Insider Threat,Allowed,Medium,TRUE,,Router,Web Browser,,Internal,HTTP,53dd399aaf793fac5c30c9d3eea902cb19a742ce,735f487f-bab3-4a94-ad9b-854358a9190f,FALSE,Important,73875938-d46b-4c13-8040-4f3874df931f,119,0.523696542,Privilege Escalation,Azure,TRUE
4508,Malware,Allowed,Critical,FALSE,,Desktop,Mail,,External,HTTPS,3e9cabba2a0eb43126fb8b4ac0dea6dfd2db0736,4ef38ea8-9308-40c7-946d-babd34b18a88,TRUE,Non-Critical,91d29650-b867-4b16-8172-f23551adc02e,46,0.20895826426093111,Persistence,Azure,TRUE
4509,Insider Threat,Blocked,Critical,FALSE,,Unknown,SSH,,Internal,FTP,1e1342e4b881469d6dbbd75983daa26fc8262a62,6fd00ca6-3e9c-4c32-99d7-3ae8df7c8ce5,FALSE,Non-Critical,9b592e64-acc3-47a3-9736-f975bf5251eb,118,0.3861521408959564,Initial Access,GCP,FALSE
4510,None,Allowed,Medium,TRUE,,Router,SSH,,Internal,SSH,9b532f366fc4db4207cf5a2b98193247acc4d265,cae31f60-7ec2-4ec7-844a-277033a053f6,FALSE,Non-Critical,d0002982-50bc-4343-9ff6-2276012f1a4f,21,0.10855575297345832,Execution,Azure,TRUE
4511,Phishing,Allowed,Low,FALSE,,IoT Device,SSH,,External,HTTP,9ee61621b4cba2003e6b1c0177b26ecdfb928e45,60d3530c-ca5f-4be8-9f56-241b1e1446fd,TRUE,Important,3437cf5b-a06b-42cf-bda6-a7dde35f3b02,65,0.8127451449729005,Initial Access,Azure,TRUE
4512,Malware,Allowed,Medium,FALSE,,Router,Web Browser,,Internal,HTTP,f25b6b1d790c8997a1a6ba4dc4cc4832bd8a863d,0835cc12-de2a-43a9-a361-318aeed72d9d,FALSE,Important,2d877a38-8459-440d-a526-7d847ce197c8,70,0.6018720731744296,Persistence,,FALSE
4513,None,Blocked,Critical,FALSE,,Mobile Device,Mail,,Internal,FTP,2d88bfb0c87539779886e193a66aabacead1e836,4b1ad8f7-20f3-4c54-a2e4-b59f13273787,TRUE,Important,980f6f6f-6f7e-4f94-8913-91c56f4513c1,40,0.6102414227303206,Execution,AWS,FALSE
4514,Phishing,Allowed,Low,FALSE,,IoT Device,Mail,,External,HTTPS,44112d59d537a95cc1c0ae668060900e2d9caffd,9b80678d-ee9e-4e9e-8bcd-d58f93020ede,TRUE,Critical,7d5a640a-2a09-402a-997a-e4e981228a59,38,0.3322861907116902,Execution,Azure,FALSE
4515,Malware,Blocked,Critical,FALSE,,Mobile Device,Web Browser,,Internal,SSH,d4ca84fb164146f04674161c4bad7214b4d705e7,11e46906-552a-464c-9908-7bb10e951748,FALSE,Important,e83d921c-cb1f-41e8-9223-b75ad27adc05,50,0.599857774,Initial Access,,FALSE
4516,Malware,Blocked,High,TRUE,,Server,Database,,External,HTTP,5231d6eba08d53354ac14d36b3dcb37a7401d099,bf854a5f-47b7-4083-8311-b8737716df71,TRUE,Critical,9f3598ff-46b7-47a7-af4e-585d8446f00e,3,0.7618550850621464,Initial Access,,TRUE
4517,Malware,Blocked,Medium,FALSE,,Mobile Device,Unknown,,Internal,HTTPS,1a80111fa8789efb9b12e334332c1e07b3064d6a,cc9855c5-32ac-454e-aef5-125b9bebe0f6,FALSE,Critical,b216f2c1-8c47-490b-bae5-a86a11d16434,69,0.546370095,Privilege Escalation,GCP,FALSE
4518,Phishing,Blocked,Critical,FALSE,,Server,SSH,,External,SSH,2e525d800f5ed77d4741c3f6f6e3830a7e82c333,a3e0979d-7f22-4e5d-9b1f-5215b7551d30,FALSE,Critical,1ab4c13d-92b8-4fff-9568-7844cb36f7a5,57,0.6924456771812194,Persistence,GCP,FALSE
4519,DDoS,Blocked,High,FALSE,,Router,SSH,,External,FTP,e7f0998e96bbc79212a8bf088032014a8ea7c703,57091ba3-bdb6-4b58-ac2f-3e2eca1cf52e,TRUE,Critical,f14bfed4-5b7c-4b54-b6cb-82d515ebef2f,14,0.010655726805320787,Initial Access,AWS,FALSE
4520,Exploit,Blocked,Medium,FALSE,,Server,Mail,,External,FTP,fa986c56d0843cf14588644190819c5153fbdaee,d55bd7c6-2f1f-4f38-9153-6d0fea26e0fe,FALSE,Non-Critical,d9c689f2-07ff-4003-bbd1-f196fc2ab7ca,52,0.466405154,Privilege Escalation,GCP,FALSE
4521,DDoS,Allowed,Low,TRUE,,IoT Device,Database,,Internal,SSH,0ac215b6e1caba530ea4d458d6e7012cb0934cda,d78e0288-b100-4d6f-af9c-07455f2fece9,FALSE,Important,b79acfbe-36c4-4ba6-af4d-1c1d4a14364e,63,0.33045321935583694,Privilege Escalation,,FALSE
4522,Phishing,Blocked,Low,TRUE,,Mobile Device,Mail,,Internal,SSH,9ec5d9a61420a8466d10af56d67bccb6a3db07de,4fabb67e-add5-4ee4-b92e-dcbb5e45ca93,TRUE,Critical,5a423762-4c77-47eb-9e71-cad9cf9c54c9,123,0.05898868,Persistence,Azure,FALSE
4523,Malware,Allowed,Low,TRUE,,Server,FTP,,Internal,HTTP,3d60d58b43ff01311f0ded3a4646cdb8e136e488,907ae9b5-2d76-4ec1-9789-123ccd1c161c,FALSE,Critical,7be9bfed-7638-4372-8ba5-447862c65c1b,31,0.33274027282423324,Persistence,AWS,TRUE
4524,Malware,Allowed,High,TRUE,,Desktop,Unknown,,Internal,HTTPS,ef5dd39f6d2fcc678c40f8b476f07e9ca726b2e3,0d046c2f-696a-48c7-b2ff-2089b69a25a2,FALSE,Non-Critical,81ee9e71-e5a5-493e-b17b-2eceba2d69f3,39,0.9840435493459593,Privilege Escalation,GCP,FALSE
4525,Exploit,Allowed,High,FALSE,,Router,Unknown,,External,SSH,65d1593f03f77d4d7076778953505a552f895835,ff6d52de-48e5-4494-ae4a-c6f7fdf5f7c0,FALSE,Important,7a566d06-7122-437f-baaa-186b1bf5f741,111,0.8208612342849267,Execution,AWS,FALSE
4526,DDoS,Allowed,Medium,TRUE,,IoT Device,Database,,Internal,FTP,75c321135ae1586c7ca579ead0d4f3303b7c67d8,7fddeaf0-7592-4c43-bd99-dec52cd1e619,TRUE,Critical,8961f00d-e142-4b5a-a289-af03c16f6237,28,0.070653516,Persistence,Azure,FALSE
4527,Malware,Allowed,Medium,TRUE,,Mobile Device,SSH,,External,SSH,563c17458a6b058efb7944c92fa160f44e978936,fbb970bd-c56f-4340-bb89-7bd848d9dd38,TRUE,Important,c2929839-2aa4-4482-bfea-0fe262574587,18,0.23812163124189833,Initial Access,AWS,FALSE
4528,Insider Threat,Blocked,Low,FALSE,,IoT Device,Web Browser,,Internal,HTTPS,dbe083b6db31ce9dd7313544b9bc8f5a5c71e830,d839e1af-2101-4968-8eb4-061d2a6201f8,TRUE,Critical,58762467-f693-43ac-b05c-02df088eff12,8,0.7346183106993703,Persistence,GCP,TRUE
4529,Ransomware,Allowed,High,TRUE,,Router,Mail,,External,SSH,679d015426075ec01e23df5cef167c9a3e03c404,37d668fe-c34f-42f4-ac3c-9a8995248451,FALSE,Important,39826590-c200-4e40-ab6e-20eec2551c9c,5,0.2213219856106856,Execution,Azure,TRUE
4530,Phishing,Blocked,Medium,FALSE,,Desktop,Web Browser,,Internal,HTTP,33c1b5ca754f99cf503635dbf43827e8e6e3ad75,7a930fce-a1d7-414f-b894-5a2961229382,FALSE,Critical,f43506af-e3be-4b67-a7ca-60bf17a94b60,66,0.11372276929408653,Privilege Escalation,GCP,FALSE
4531,Phishing,Allowed,Critical,FALSE,,Server,Unknown,,External,HTTP,33683a27008d2d92266bcd974d71c18c2235ce59,aa342698-c6e5-4953-bc2c-f6fa3f567d30,TRUE,Important,b9f6c2df-d8de-491b-be44-2dcebc0d7f47,9,0.715091993,Privilege Escalation,,FALSE
4532,Insider Threat,Allowed,Critical,TRUE,,Server,Unknown,,Internal,HTTPS,f2bc63f3eef54c3efa7f8fa29c3c0bc59ce487fb,5e844b3d-0e4d-4466-aeb3-2e567375c6a9,TRUE,Important,effa38c0-e8a4-49a3-beaa-84fa3aa73360,114,0.15241605526268398,Initial Access,AWS,TRUE
4533,DDoS,Blocked,Low,FALSE,,IoT Device,Mail,,External,SSH,15948f81ad6533d9105e0275b2dd6ec6f4aaff9b,b82e602b-7fc6-4d52-8f49-f5264d046d91,FALSE,Important,ed6641e6-3895-4f50-8288-1e3389338dc6,96,0.8847540346894105,Privilege Escalation,,FALSE
4534,Phishing,Allowed,Medium,FALSE,,Router,Web Browser,,Internal,HTTP,fd112cc5cb77dab0374cc2ba0b0b378bb89c42c9,ace1ebdf-80e3-4105-a802-a67dbf55b571,TRUE,Non-Critical,9c34d67b-d00e-4649-9c58-ea7712947e07,57,0.5531611608860568,Initial Access,Azure,TRUE
4535,None,Allowed,High,TRUE,,Server,Database,,Internal,SSH,c2f74e816da506746b5e19ce160f9ec7cb8847a1,41406bfc-f186-4bf6-860c-d1540b378a5c,FALSE,Critical,3bbf8a0f-3c88-40c4-85e3-a39356775830,122,0.082306022,Initial Access,AWS,FALSE
4536,None,Blocked,Critical,TRUE,,IoT Device,Mail,,Internal,HTTPS,01b49f9c842afa39658b7ac586883db4283dfcf5,19f66261-e7af-4617-8e7f-2d0387c844ac,FALSE,Non-Critical,e372c10b-c78f-46b4-9cad-49e79db98d7f,112,0.8426220710226732,Persistence,,FALSE
4537,DDoS,Blocked,High,FALSE,,Server,Web Browser,,External,HTTP,2ddfe8f0c39954618b01f0b9fba8a8e224b12a25,30795ba4-0155-4c15-af99-33c4cdb60bf9,TRUE,Non-Critical,01917d63-6a0a-4ca6-8a5d-5cedc95e9ebe,122,0.49144788422770413,Persistence,GCP,FALSE
4538,Phishing,Blocked,Medium,FALSE,,Server,Web Browser,,External,SSH,59ac2948745e900e2f25ae91e0fbf3528deb5a8f,205b2272-7352-4c70-ad3f-aa51f05caefe,FALSE,Non-Critical,4423d6f7-e719-4470-b560-fbebdd8a598a,91,0.6698413730788775,Execution,Azure,FALSE
4539,Insider Threat,Allowed,Critical,FALSE,,IoT Device,FTP,,External,SSH,21877dde602032e7aba5a9640d846a5fc98aee1d,fc613990-8661-41fe-8a2a-83691bf8d801,FALSE,Non-Critical,7f630fd8-42e5-47c2-82e7-5174ccfbf166,42,0.9086610082893926,Execution,GCP,FALSE
4540,Malware,Blocked,Critical,FALSE,,Router,Web Browser,,Internal,HTTPS,185d2e7e8ce1e4a65fcd1bf45499ba362fdd1643,096f2728-08c2-4b0a-b397-589f540935b1,FALSE,Non-Critical,2b292f01-684b-4a06-a23a-868e38f19bb6,109,0.07553834,Persistence,AWS,FALSE
4541,Exploit,Blocked,Critical,FALSE,,Mobile Device,Database,,Internal,HTTP,2f6ec9eac02693e91c9bab17c95a7899177163a7,a10139ae-7e3c-4f9f-b343-bc308f277c68,FALSE,Important,2c5387cd-c366-4780-a696-48472d3216b0,98,0.29476100036166364,Execution,Azure,TRUE
4542,Phishing,Blocked,Medium,TRUE,,Desktop,Database,,Internal,FTP,8fd5fa79ae9aeaaa40b3e05c74daa1953dc2a861,1af3d53c-0319-42de-80cd-aabea9e54ebf,FALSE,Important,fa8bfd40-f0d9-4123-99be-75d3245922d8,96,0.4053164621388752,Execution,Azure,FALSE
4543,DDoS,Allowed,High,TRUE,,Desktop,FTP,,Internal,SSH,e65947752cfc9c01d89b4dfdcb29cd19c8f12502,693022f0-307a-41c7-9315-1f85c0b1ea3b,FALSE,Critical,8b6260cc-e01c-44ad-bbc3-abb65a994481,62,0.4819879135931039,Initial Access,AWS,FALSE
4544,Insider Threat,Allowed,Medium,TRUE,,Router,Database,,External,HTTPS,14be27ef0c00ebe7af97fbfdbcb1a407e1870337,973b74f9-80d6-4f99-a17e-132b6dfb25f3,TRUE,Critical,4e1df04b-00cc-4de2-96e3-d5f5ec0d4431,57,0.20863077426724264,Initial Access,AWS,FALSE
4545,DDoS,Blocked,Critical,FALSE,,IoT Device,Mail,,External,HTTP,252456ea08449f00ccf2184380f495a5b4d732d7,1c3e126a-3290-4362-afad-34215df60887,TRUE,Important,38af1e68-e908-45c3-90dc-319d1e30c8e5,93,0.057191977,Persistence,Azure,TRUE
4546,Phishing,Allowed,Medium,TRUE,,Server,Unknown,,External,FTP,f317533af4bf1609111767eef92c8641f2689d4c,3a61e9b2-2978-4ae8-b462-fdde5a8d5708,FALSE,Non-Critical,3773fec9-e241-40b4-b273-9d7ebe9f35cd,47,0.5886844323803869,Privilege Escalation,,TRUE
4547,DDoS,Blocked,Medium,TRUE,,Router,Database,,Internal,FTP,59c9a7413418b7ae1ca40c32ff992bcb1e5db329,2ba32523-ec0e-4730-a8f8-7abb1134339b,TRUE,Critical,4d54023d-d664-455d-a423-a01b3d57da74,29,0.2915571792343028,Initial Access,,TRUE
4548,DDoS,Allowed,Low,TRUE,,Desktop,Web Browser,,Internal,HTTP,b324625f8f1c87abf01531342951c1b20d24ef2e,8dc714e6-26ed-4249-a4b2-8d7cf9e9f59d,FALSE,Non-Critical,216410c2-495c-4cb9-bc2d-b1d77f8c99f4,70,0.2931161356880667,Initial Access,GCP,TRUE
4549,Ransomware,Allowed,Critical,TRUE,,Server,Web Browser,,External,HTTP,9a2160a87ec2784d1d009338b9c7ca943f0234d7,6ee31d56-2e36-43cc-a4a6-2d870212bdf3,TRUE,Critical,028109d2-20f5-4bf4-a98d-3d7dbeb7d326,99,0.42412582442267655,Initial Access,Azure,TRUE
4550,Insider Threat,Blocked,High,FALSE,,Unknown,Mail,,External,SSH,bfc2c41786dd13a99d40076e673393cc19b0c9f8,32d43b18-6edc-4b73-ae46-1cb33ed8866c,FALSE,Important,21a6df1b-0410-4132-88f6-77bc54a3f01b,98,0.5437861646126024,Privilege Escalation,,TRUE
4551,Ransomware,Allowed,Critical,TRUE,,Mobile Device,FTP,,Internal,FTP,e3be9bf08e173456a4dd3d35ec25e09e35a17e46,8036cd4c-e4d6-4aa5-b422-13809c394b56,TRUE,Important,9baea06f-4e29-4781-a4a9-e3b9233b0527,73,0.716995855,Persistence,GCP,FALSE
4552,Malware,Blocked,High,FALSE,,Router,Mail,,Internal,FTP,ecc914932cf78234424e78d85a47cbd343ab3451,c4cfbe32-7720-46e7-a5bf-996c9b34d9e0,TRUE,Important,2c7e8b50-495e-47af-902f-9f505331b910,53,0.5245299457879048,Initial Access,Azure,TRUE
4553,Exploit,Blocked,Critical,TRUE,,Router,Mail,,Internal,HTTP,568d71f854ec427a7c66d368251c8f05689818bf,bf99e319-7081-4623-a69c-f844bf63f99d,FALSE,Non-Critical,9f7bb4ab-f71c-444a-83c5-10946a713c15,94,0.771445116,Execution,GCP,FALSE
4554,DDoS,Allowed,Low,TRUE,,Desktop,FTP,,External,HTTPS,3e78a2b93a9696f4562a7ef63105ad834e59d080,ced67f9f-bb0e-4ad6-9e8a-298eb1cd12ee,FALSE,Critical,2ecbd40b-ffe8-43e6-b38d-b9a007f6627a,82,0.37319845830280707,Initial Access,,FALSE
4555,None,Allowed,High,TRUE,,Desktop,Web Browser,,External,FTP,21376398e381fd3c3e87540b03d57fffeefdccb9,b79ffee3-b4ca-42b5-9284-dbb32f61ee9d,TRUE,Critical,f54a7a89-0ead-42f0-8bc2-548e0f310eab,33,0.012761835186967385,Initial Access,Azure,TRUE
4556,None,Allowed,Critical,FALSE,,IoT Device,SSH,,External,FTP,725aef59925ab245a6dedaac734cec3210b20ca5,c9808960-c385-4127-8d9a-90e720f2bed9,TRUE,Non-Critical,e88fc7c9-68b3-4f02-8fbf-14dbbae03b28,86,0.7737279444561306,Execution,GCP,FALSE
4557,Exploit,Allowed,Low,TRUE,,IoT Device,FTP,,Internal,FTP,03f43e4cbf076dd850c159bd59bfc624d567369c,2ddc4840-176a-4dcc-b49b-6681143841a4,TRUE,Important,84a6fa96-7704-4a09-9830-4123ce8781c6,95,0.2945342898184907,Persistence,Azure,FALSE
4558,Ransomware,Allowed,Low,FALSE,,Router,FTP,,Internal,SSH,c5e95b0451ec552e7cdd50556021afae92a483a5,8154e233-64e9-4923-a769-b98b2e8b8730,TRUE,Important,e3a53959-5ef5-4ec1-86c1-a9af50e149da,57,0.8462520395859215,Persistence,Azure,TRUE
